"GenusSpecies","Abund","Occ","Site","Date","Genus","Year","SiteStatus","FirePerim","Sociality","NestLoc","Excavate","Lecty","Wood","FireKill","PolSpec","HBabund","doy"
"Osmia albolateralis",0,0,"N135",2013-07-25,"Osmia","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,206
"Osmia albolateralis",0,0,"N136",2013-07-09,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,3,190
"Osmia albolateralis",0,0,"N136",2013-07-12,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,4,193
"Osmia albolateralis",0,0,"N136",2013-07-24,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,1,205
"Osmia albolateralis",0,0,"N136",2013-07-26,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,1,207
"Osmia albolateralis",0,0,"N137",2013-07-09,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,4,190
"Osmia albolateralis",0,0,"N137",2013-07-12,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,13,193
"Osmia albolateralis",0,0,"N137",2013-07-24,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,12,205
"Osmia albolateralis",0,0,"N137",2013-07-26,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,20,207
"Osmia albolateralis",0,0,"N139",2013-07-09,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,190
"Osmia albolateralis",0,0,"N139",2013-07-12,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,3,193
"Osmia albolateralis",0,0,"N139",2013-07-24,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,1,205
"Osmia albolateralis",0,0,"N139",2013-07-26,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,4,207
"Osmia albolateralis",0,0,"P24",2013-06-27,"Osmia","2013","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,178
"Osmia albolateralis",0,0,"P24",2013-07-13,"Osmia","2013","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,194
"Osmia albolateralis",0,0,"P24",2013-07-19,"Osmia","2013","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,200
"Osmia albolateralis",0,0,"P24",2013-07-29,"Osmia","2013","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,210
"Osmia albolateralis",0,0,"P310",2013-06-29,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,1,180
"Osmia albolateralis",0,0,"P310",2013-07-13,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,194
"Osmia albolateralis",0,0,"P310",2013-07-17,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,2,198
"Osmia albolateralis",0,0,"P310",2013-07-31,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,1,212
"Osmia albolateralis",0,0,"P33",2013-06-27,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,3,178
"Osmia albolateralis",0,0,"P33",2013-07-13,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,194
"Osmia albolateralis",1,1,"P33",2013-07-18,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,199
"Osmia albolateralis",0,0,"P33",2013-07-29,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,13,210
"Osmia albolateralis",0,0,"P37",2013-06-28,"Osmia","2013","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.515750039672857,4,179
"Osmia albolateralis",0,0,"P37",2013-07-13,"Osmia","2013","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.515750039672857,6,194
"Osmia albolateralis",0,0,"P37",2013-07-19,"Osmia","2013","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,200
"Osmia albolateralis",0,0,"P37",2013-07-30,"Osmia","2013","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,211
"Osmia albolateralis",0,0,"P43",2013-06-28,"Osmia","2013","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,179
"Osmia albolateralis",1,1,"P43",2013-07-13,"Osmia","2013","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.515750039672857,1,194
"Osmia albolateralis",0,0,"P43",2013-07-17,"Osmia","2013","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,198
"Osmia albolateralis",0,0,"P43",2013-07-30,"Osmia","2013","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,211
"Osmia albolateralis",0,0,"W04",2013-06-30,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,181
"Osmia albolateralis",0,0,"W04",2013-07-14,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,17,195
"Osmia albolateralis",0,0,"W04",2013-07-20,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,5,201
"Osmia albolateralis",0,0,"W04",2013-08-01,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,3,213
"Osmia albolateralis",22,1,"L21",2014-06-12,"Osmia","2014","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,163
"Osmia albolateralis",10,1,"L21",2014-06-22,"Osmia","2014","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,173
"Osmia albolateralis",7,1,"L21",2014-07-03,"Osmia","2014","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,1,184
"Osmia albolateralis",0,0,"L21",2014-07-13,"Osmia","2014","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,2,194
"Osmia albolateralis",0,0,"L24",2014-06-13,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,164
"Osmia albolateralis",0,0,"L24",2014-06-23,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,6,174
"Osmia albolateralis",0,0,"L24",2014-07-02,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,1,183
"Osmia albolateralis",0,0,"L24",2014-07-13,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,4,194
"Osmia albolateralis",0,0,"L33",2014-06-13,"Osmia","2014","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,164
"Osmia albolateralis",0,0,"L33",2014-06-23,"Osmia","2014","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,174
"Osmia albolateralis",0,0,"L33",2014-07-03,"Osmia","2014","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,184
"Osmia albolateralis",1,1,"L33",2014-07-13,"Osmia","2014","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,15,194
"Osmia albolateralis",0,0,"L35",2014-06-12,"Osmia","2014","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,163
"Osmia albolateralis",0,0,"L35",2014-06-22,"Osmia","2014","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,173
"Osmia albolateralis",0,0,"L35",2014-07-03,"Osmia","2014","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,184
"Osmia albolateralis",0,0,"L35",2014-07-13,"Osmia","2014","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,1,194
"Osmia albolateralis",0,0,"N131",2014-06-14,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,4,165
"Osmia albolateralis",1,1,"N131",2014-06-25,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,176
"Osmia albolateralis",0,0,"N131",2014-07-04,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,7,185
"Osmia albolateralis",0,0,"N131",2014-07-14,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,24,195
"Osmia albolateralis",0,0,"N132",2014-06-14,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,2,165
"Osmia albolateralis",0,0,"N132",2014-06-25,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,6,176
"Osmia albolateralis",0,0,"N132",2014-07-04,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,1,185
"Osmia albolateralis",0,0,"N132",2014-07-14,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,5,195
"Osmia albolateralis",0,0,"N133",2014-06-18,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,3,169
"Osmia albolateralis",0,0,"N133",2014-07-07,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,9,188
"Osmia albolateralis",0,0,"N133",2014-07-10,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,19,191
"Osmia albolateralis",0,0,"N133",2014-07-18,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,13,199
"Osmia albolateralis",0,0,"N134",2014-06-17,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,168
"Osmia albolateralis",0,0,"N134",2014-07-06,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,9,187
"Osmia albolateralis",0,0,"N134",2014-07-09,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,17,190
"Osmia albolateralis",0,0,"N134",2014-07-17,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,69,198
"Osmia albolateralis",0,0,"N135",2014-06-18,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,10,169
"Osmia albolateralis",0,0,"N135",2014-07-06,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,14,187
"Osmia albolateralis",0,0,"N135",2014-07-09,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,13,190
"Osmia albolateralis",0,0,"N135",2014-07-19,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,13,200
"Osmia albolateralis",0,0,"N136",2014-06-17,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,168
"Osmia albolateralis",0,0,"N136",2014-07-07,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,9,188
"Osmia albolateralis",0,0,"N136",2014-07-10,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,9,191
"Osmia albolateralis",0,0,"N136",2014-07-17,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,2,198
"Osmia albolateralis",0,0,"N137",2014-06-19,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,1,170
"Osmia albolateralis",0,0,"N137",2014-07-07,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,11,188
"Osmia albolateralis",0,0,"N137",2014-07-10,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,13,191
"Osmia albolateralis",0,0,"N137",2014-07-19,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,34,200
"Osmia albolateralis",0,0,"N139",2014-06-18,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,169
"Osmia albolateralis",0,0,"N139",2014-07-06,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,11,187
"Osmia albolateralis",0,0,"N139",2014-07-09,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,11,190
"Osmia albolateralis",0,0,"N139",2014-07-18,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,34,199
"Osmia albolateralis",0,0,"P24",2014-06-12,"Osmia","2014","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,163
"Osmia albolateralis",0,0,"P24",2014-06-23,"Osmia","2014","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,174
"Osmia albolateralis",0,0,"P24",2014-07-02,"Osmia","2014","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,183
"Osmia albolateralis",0,0,"P24",2014-07-13,"Osmia","2014","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,194
"Osmia albolateralis",2,1,"P310",2014-06-12,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,2,163
"Osmia albolateralis",1,1,"P310",2014-06-24,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,175
"Osmia albolateralis",0,0,"P310",2014-07-01,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,182
"Osmia albolateralis",0,0,"P310",2014-07-13,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,194
"Osmia albolateralis",2,1,"P33",2014-06-12,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,163
"Osmia albolateralis",1,1,"P33",2014-06-22,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,173
"Osmia albolateralis",0,0,"P33",2014-07-02,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,183
"Osmia albolateralis",0,0,"P33",2014-07-13,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,194
"Osmia albolateralis",0,0,"P37",2014-06-13,"Osmia","2014","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.515750039672857,2,164
"Osmia albolateralis",1,1,"P37",2014-06-24,"Osmia","2014","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.515750039672857,11,175
"Osmia albolateralis",1,1,"P37",2014-07-01,"Osmia","2014","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.515750039672857,20,182
"Osmia albolateralis",0,0,"P43",2014-06-13,"Osmia","2014","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,164
"Osmia albolateralis",0,0,"P43",2014-06-24,"Osmia","2014","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,175
"Osmia albolateralis",0,0,"P43",2014-07-03,"Osmia","2014","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,184
"Osmia albolateralis",0,0,"P43",2014-07-13,"Osmia","2014","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,194
"Osmia albolateralis",0,0,"W04",2014-06-14,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,165
"Osmia albolateralis",0,0,"W04",2014-06-25,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,176
"Osmia albolateralis",0,0,"W04",2014-07-04,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,185
"Osmia albolateralis",0,0,"W04",2014-07-14,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.515750039672857,2,195
"Osmia albolateralis",0,0,"P37",2014-07-13,"Osmia","2014","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.515750039672857,0,194
"Osmia brevis",0,0,"L21",2013-06-26,"Osmia","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.130831571740395,6,177
"Osmia brevis",0,0,"L21",2013-07-13,"Osmia","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.130831571740395,3,194
"Osmia brevis",0,0,"L21",2013-07-17,"Osmia","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.130831571740395,9,198
"Osmia brevis",0,0,"L21",2013-07-30,"Osmia","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.130831571740395,10,211
"Osmia brevis",0,0,"L24",2013-06-27,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.130831571740395,3,178
"Osmia brevis",0,0,"L24",2013-07-13,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.130831571740395,5,194
"Osmia brevis",0,0,"L24",2013-07-18,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.130831571740395,19,199
"Osmia brevis",0,0,"L24",2013-07-31,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.130831571740395,21,212
"Osmia brevis",0,0,"L33",2013-06-29,"Osmia","2013","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.130831571740395,0,180
"Osmia brevis",0,0,"L33",2013-07-13,"Osmia","2013","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.130831571740395,13,194
"Osmia brevis",0,0,"L33",2013-07-19,"Osmia","2013","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.130831571740395,26,200
"Osmia brevis",0,0,"L33",2013-07-31,"Osmia","2013","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.130831571740395,3,212
"Osmia brevis",0,0,"L35",2013-06-27,"Osmia","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.130831571740395,0,178
"Osmia brevis",0,0,"L35",2013-07-13,"Osmia","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.130831571740395,0,194
"Osmia brevis",0,0,"L35",2013-07-18,"Osmia","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.130831571740395,2,199
"Osmia brevis",0,0,"L35",2013-07-29,"Osmia","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.130831571740395,22,210
"Osmia brevis",0,0,"N131",2013-06-30,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.130831571740395,0,181
"Osmia brevis",1,1,"N131",2013-07-14,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.130831571740395,3,195
"Osmia brevis",0,0,"N131",2013-07-20,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.130831571740395,3,201
"Osmia brevis",0,0,"N131",2013-08-01,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.130831571740395,0,213
"Osmia brevis",0,0,"N132",2013-06-30,"Osmia","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.130831571740395,1,181
"Osmia brevis",0,0,"N132",2013-07-14,"Osmia","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.130831571740395,6,195
"Osmia brevis",0,0,"N132",2013-07-20,"Osmia","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.130831571740395,3,201
"Osmia brevis",0,0,"N132",2013-08-01,"Osmia","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.130831571740395,0,213
"Osmia brevis",0,0,"N133",2013-07-08,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.130831571740395,21,189
"Osmia brevis",0,0,"N133",2013-07-11,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.130831571740395,8,192
"Osmia brevis",0,0,"N133",2013-07-23,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.130831571740395,17,204
"Osmia brevis",0,0,"N133",2013-07-25,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.130831571740395,14,206
"Osmia brevis",0,0,"N134",2013-07-08,"Osmia","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.130831571740395,8,189
"Osmia brevis",0,0,"N134",2013-07-11,"Osmia","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.130831571740395,9,192
"Osmia brevis",0,0,"N134",2013-07-22,"Osmia","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.130831571740395,31,203
